0	45	90	
Actual position	Estimated position	Particle StDev	Sensor	Particle 0 location	Particle 0 weight	Particle 1 location	Particle 1 weight	Particle 2 location	Particle 2 weight	Particle 3 location	Particle 3 weight	Particle 4 location	Particle 4 weight	Particle 5 location	Particle 5 weight	Particle 6 location	Particle 6 weight	Particle 7 location	Particle 7 weight	Particle 8 location	Particle 8 weight	Particle 9 location	Particle 9 weight	Particle 10 location	Particle 10 weight	Particle 11 location	Particle 11 weight	Particle 12 location	Particle 12 weight	Particle 13 location	Particle 13 weight	Particle 14 location	Particle 14 weight	Particle 15 location	Particle 15 weight	Particle 16 location	Particle 16 weight	Particle 17 location	Particle 17 weight	Particle 18 location	Particle 18 weight	Particle 19 location	Particle 19 weight	Particle 20 location	Particle 20 weight	Particle 21 location	Particle 21 weight	Particle 22 location	Particle 22 weight	Particle 23 location	Particle 23 weight	Particle 24 location	Particle 24 weight	Particle 25 location	Particle 25 weight	Particle 26 location	Particle 26 weight	Particle 27 location	Particle 27 weight	Particle 28 location	Particle 28 weight	Particle 29 location	Particle 29 weight	Particle 30 location	Particle 30 weight	Particle 31 location	Particle 31 weight	Particle 32 location	Particle 32 weight	Particle 33 location	Particle 33 weight	Particle 34 location	Particle 34 weight	Particle 35 location	Particle 35 weight	Particle 36 location	Particle 36 weight	Particle 37 location	Particle 37 weight	Particle 38 location	Particle 38 weight	Particle 39 location	Particle 39 weight	Particle 40 location	Particle 40 weight	Particle 41 location	Particle 41 weight	Particle 42 location	Particle 42 weight	Particle 43 location	Particle 43 weight	Particle 44 location	Particle 44 weight	Particle 45 location	Particle 45 weight	Particle 46 location	Particle 46 weight	Particle 47 location	Particle 47 weight	Particle 48 location	Particle 48 weight	Particle 49 location	Particle 49 weight	Particle 50 location	Particle 50 weight	Particle 51 location	Particle 51 weight	Particle 52 location	Particle 52 weight	Particle 53 location	Particle 53 weight	Particle 54 location	Particle 54 weight	Particle 55 location	Particle 55 weight	Particle 56 location	Particle 56 weight	Particle 57 location	Particle 57 weight	Particle 58 location	Particle 58 weight	Particle 59 location	Particle 59 weight	Particle 60 location	Particle 60 weight	Particle 61 location	Particle 61 weight	Particle 62 location	Particle 62 weight	Particle 63 location	Particle 63 weight	Particle 64 location	Particle 64 weight	Particle 65 location	Particle 65 weight	Particle 66 location	Particle 66 weight	Particle 67 location	Particle 67 weight	Particle 68 location	Particle 68 weight	Particle 69 location	Particle 69 weight	Particle 70 location	Particle 70 weight	Particle 71 location	Particle 71 weight	Particle 72 location	Particle 72 weight	Particle 73 location	Particle 73 weight	Particle 74 location	Particle 74 weight	Particle 75 location	Particle 75 weight	Particle 76 location	Particle 76 weight	Particle 77 location	Particle 77 weight	Particle 78 location	Particle 78 weight	Particle 79 location	Particle 79 weight	Particle 80 location	Particle 80 weight	Particle 81 location	Particle 81 weight	Particle 82 location	Particle 82 weight	Particle 83 location	Particle 83 weight	Particle 84 location	Particle 84 weight	Particle 85 location	Particle 85 weight	Particle 86 location	Particle 86 weight	Particle 87 location	Particle 87 weight	Particle 88 location	Particle 88 weight	Particle 89 location	Particle 89 weight	Particle 90 location	Particle 90 weight	Particle 91 location	Particle 91 weight	Particle 92 location	Particle 92 weight	Particle 93 location	Particle 93 weight	Particle 94 location	Particle 94 weight	Particle 95 location	Particle 95 weight	Particle 96 location	Particle 96 weight	Particle 97 location	Particle 97 weight	Particle 98 location	Particle 98 weight	Particle 99 location	Particle 99 weight	
124.24	126.84	0.3945	38	122.12	0.011	122.08	0.011	122.07	0.011	122.10	0.011	122.04	0.011	122.08	0.011	122.10	0.011	122.11	0.011	122.10	0.011	122.08	0.011	122.06	0.011	122.02	0.011	122.05	0.011	122.08	0.011	122.06	0.011	122.12	0.011	122.03	0.011	122.03	0.011	121.98	0.011	122.03	0.011	122.03	0.011	120.47	0.011	120.42	0.011	120.35	0.011	120.41	0.011	120.36	0.011	120.41	0.011	120.32	0.011	120.35	0.011	120.36	0.011	120.42	0.011	120.34	0.011	126.66	0.011	126.64	0.011	126.64	0.011	126.67	0.011	126.70	0.011	126.75	0.011	126.68	0.011	126.72	0.011	126.72	0.011	126.76	0.011	126.76	0.011	126.68	0.011	126.74	0.011	126.76	0.011	126.73	0.011	126.75	0.011	126.72	0.011	126.76	0.011	126.75	0.011	126.75	0.011	126.75	0.011	126.78	0.011	126.94	0.011	126.97	0.011	126.98	0.011	126.98	0.011	126.96	0.011	127.01	0.011	127.03	0.011	126.99	0.011	127.00	0.011	112.08	0.005	127.01	0.011	127.00	0.011	127.01	0.011	127.06	0.011	127.07	0.011	127.07	0.011	127.09	0.011	346.99	0.011	148.31	0.011	148.32	0.011	148.22	0.011	148.31	0.011	148.30	0.011	148.20	0.011	148.23	0.011	148.31	0.011	148.28	0.011	148.27	0.011	148.29	0.011	148.32	0.011	148.36	0.011	348.10	0.011	260.37	0.011	176.39	0.011	66.48	0.011	101.49	0.004	101.47	0.004	101.46	0.004	101.46	0.004	101.45	0.004	101.39	0.003	85.82	0.001	86.73	0.001	86.76	0.001	99.48	0.001	99.48	0.001	
131.56	132.47	0.4133	38	129.51	0.010	129.47	0.010	129.48	0.010	129.49	0.010	129.45	0.010	129.48	0.010	129.51	0.010	129.50	0.010	129.46	0.010	129.48	0.010	129.47	0.010	129.42	0.010	129.43	0.010	129.47	0.010	129.46	0.010	129.48	0.010	129.43	0.010	129.40	0.010	129.36	0.010	129.41	0.010	129.43	0.010	127.88	0.010	127.81	0.010	127.74	0.010	127.79	0.010	127.75	0.010	127.79	0.010	127.71	0.010	127.75	0.010	127.74	0.010	127.83	0.010	127.71	0.010	134.04	0.010	134.04	0.010	134.03	0.010	134.08	0.010	134.09	0.010	134.14	0.010	134.06	0.010	134.14	0.010	134.14	0.010	134.16	0.010	134.14	0.010	134.07	0.010	134.14	0.010	134.18	0.010	134.11	0.010	134.14	0.010	134.11	0.010	134.16	0.010	134.14	0.010	134.14	0.010	134.14	0.010	134.16	0.010	134.35	0.010	134.38	0.010	134.35	0.010	134.36	0.010	134.35	0.010	134.42	0.010	134.42	0.010	134.40	0.010	134.39	0.010	134.41	0.010	134.37	0.010	134.42	0.010	134.44	0.010	134.45	0.010	134.44	0.010	134.52	0.010	354.38	0.010	155.70	0.010	155.71	0.010	155.62	0.010	260.55	0.005	155.71	0.010	155.61	0.010	155.63	0.010	155.71	0.010	155.69	0.010	155.66	0.010	155.66	0.010	155.72	0.010	155.74	0.010	355.49	0.010	267.77	0.010	183.77	0.010	73.88	0.010	119.46	0.010	108.86	0.010	108.86	0.010	108.86	0.010	108.84	0.010	108.84	0.010	108.78	0.010	106.87	0.010	106.88	0.010	93.24	0.001	94.11	0.001	94.16	0.001	
139.04	140.84	0.3611	38	136.88	0.011	136.86	0.011	136.86	0.011	136.89	0.011	136.86	0.011	136.86	0.011	136.92	0.011	136.92	0.011	136.87	0.011	136.87	0.011	136.88	0.011	136.80	0.011	136.82	0.011	136.87	0.011	136.84	0.011	136.85	0.011	136.82	0.011	136.81	0.011	136.76	0.011	136.81	0.011	136.81	0.011	135.30	0.011	135.19	0.011	135.12	0.011	135.19	0.011	135.15	0.011	135.17	0.011	135.10	0.011	135.14	0.011	135.12	0.011	135.22	0.011	135.09	0.011	141.46	0.011	141.44	0.011	141.42	0.011	141.47	0.011	141.46	0.011	141.53	0.011	141.44	0.011	141.54	0.011	141.52	0.011	141.54	0.011	141.52	0.011	141.45	0.011	141.53	0.011	141.58	0.011	141.51	0.011	47.48	0.005	141.49	0.011	141.55	0.011	141.55	0.011	141.55	0.011	141.54	0.011	141.57	0.011	141.75	0.011	141.79	0.011	141.74	0.011	141.77	0.011	141.75	0.011	141.81	0.011	141.82	0.011	141.80	0.011	141.76	0.011	141.80	0.011	141.79	0.011	141.82	0.011	141.84	0.011	141.81	0.011	141.82	0.011	141.94	0.011	163.11	0.011	163.09	0.011	163.00	0.011	163.10	0.011	163.02	0.011	163.03	0.011	163.13	0.011	163.09	0.011	163.06	0.011	163.04	0.011	163.12	0.011	163.14	0.011	275.14	0.011	191.17	0.011	126.84	0.011	116.27	0.011	116.24	0.011	116.27	0.011	116.24	0.011	116.25	0.011	116.18	0.011	114.25	0.011	114.28	0.011	267.96	0.011	101.58	0.004	101.52	0.004	100.62	0.002	1.79	0.001	2.87	0.001	81.28	0.001	
146.42	147.36	0.3671	38	144.27	0.010	144.27	0.010	144.23	0.010	144.30	0.010	144.28	0.010	144.24	0.010	144.31	0.010	144.33	0.010	144.26	0.010	144.26	0.010	144.25	0.010	144.19	0.010	144.24	0.010	144.28	0.010	144.25	0.010	144.25	0.010	144.22	0.010	144.19	0.010	144.13	0.010	144.20	0.010	144.22	0.010	142.68	0.010	142.58	0.010	142.52	0.010	142.57	0.010	142.55	0.010	142.53	0.010	142.51	0.010	142.50	0.010	142.52	0.010	142.62	0.010	142.48	0.010	148.85	0.010	148.86	0.010	148.79	0.010	148.85	0.010	148.84	0.010	148.92	0.010	148.85	0.010	148.95	0.010	148.92	0.010	148.96	0.010	148.90	0.010	148.85	0.010	91.86	0.005	148.98	0.010	148.90	0.010	148.88	0.010	148.94	0.010	148.95	0.010	148.94	0.010	148.92	0.010	148.98	0.010	149.15	0.010	149.18	0.010	149.13	0.010	149.16	0.010	149.15	0.010	149.21	0.010	149.20	0.010	149.21	0.010	149.14	0.010	149.21	0.010	149.17	0.010	149.21	0.010	149.23	0.010	149.20	0.010	149.21	0.010	149.34	0.010	170.50	0.010	170.51	0.010	170.39	0.010	170.51	0.010	170.45	0.010	170.42	0.010	170.55	0.010	170.48	0.010	170.47	0.010	170.45	0.010	170.53	0.010	170.53	0.010	282.53	0.010	198.54	0.010	134.21	0.010	123.67	0.010	123.64	0.010	123.66	0.010	123.63	0.010	123.65	0.010	123.56	0.010	121.67	0.010	121.66	0.010	275.38	0.010	108.98	0.010	108.91	0.010	108.01	0.010	10.27	0.001	54.85	0.001	9.18	0.001	88.71	0.001	
153.76	153.46	0.4549	38	151.66	0.010	151.66	0.010	151.63	0.010	151.68	0.010	151.69	0.010	151.66	0.010	151.72	0.010	151.71	0.010	151.65	0.010	151.65	0.010	151.65	0.010	151.58	0.010	151.64	0.010	151.68	0.010	151.63	0.010	151.64	0.010	151.62	0.010	151.58	0.010	151.53	0.010	151.59	0.010	132.39	0.005	150.08	0.010	149.99	0.010	149.93	0.010	149.98	0.010	149.95	0.010	149.92	0.010	149.90	0.010	149.91	0.010	149.93	0.010	150.01	0.010	149.88	0.010	156.23	0.010	156.25	0.010	156.17	0.010	156.25	0.010	156.23	0.010	156.32	0.010	156.25	0.010	156.34	0.010	156.31	0.010	156.34	0.010	156.28	0.010	156.23	0.010	156.36	0.010	156.29	0.010	156.28	0.010	156.34	0.010	156.33	0.010	156.34	0.010	156.30	0.010	156.35	0.010	156.56	0.010	156.56	0.010	156.51	0.010	156.53	0.010	156.54	0.010	156.62	0.010	156.59	0.010	156.61	0.010	156.55	0.010	156.61	0.010	156.59	0.010	156.59	0.010	156.61	0.010	156.59	0.010	156.60	0.010	156.73	0.010	177.88	0.010	177.90	0.010	177.81	0.010	177.93	0.010	177.81	0.010	177.83	0.010	177.96	0.010	177.86	0.010	177.87	0.010	177.85	0.010	177.92	0.010	177.93	0.010	289.92	0.010	205.93	0.010	141.62	0.010	131.06	0.010	131.03	0.010	131.07	0.010	131.04	0.010	131.07	0.010	130.95	0.010	129.07	0.010	129.05	0.010	282.79	0.010	116.35	0.010	116.31	0.010	115.41	0.010	17.65	0.010	62.22	0.010	16.55	0.010	99.27	0.001	96.11	0.001	
161.09	159.83	0.4674	38	159.03	0.010	159.07	0.010	159.00	0.010	159.07	0.010	159.08	0.010	159.08	0.010	159.11	0.010	159.08	0.010	159.05	0.010	159.03	0.010	159.03	0.010	159.00	0.010	159.05	0.010	159.06	0.010	159.04	0.010	159.07	0.010	159.01	0.010	158.96	0.010	158.92	0.010	158.95	0.010	157.48	0.010	157.40	0.010	157.31	0.010	157.39	0.010	157.36	0.010	157.32	0.010	157.29	0.010	157.29	0.010	157.34	0.010	157.44	0.010	157.28	0.010	163.63	0.010	163.65	0.010	163.56	0.010	163.66	0.010	163.63	0.010	163.72	0.010	163.66	0.010	163.74	0.010	163.70	0.010	163.76	0.010	163.66	0.010	163.63	0.010	163.76	0.010	163.71	0.010	163.69	0.010	163.72	0.010	163.73	0.010	163.76	0.010	163.73	0.010	163.75	0.010	163.96	0.010	163.95	0.010	163.89	0.010	163.92	0.010	163.93	0.010	164.02	0.010	163.98	0.010	164.02	0.010	163.94	0.010	163.99	0.010	163.98	0.010	163.98	0.010	163.99	0.010	163.94	0.010	163.97	0.010	164.13	0.010	185.30	0.010	185.28	0.010	185.19	0.010	185.36	0.010	185.19	0.010	185.22	0.010	185.34	0.010	185.22	0.010	185.27	0.010	185.22	0.010	207.89	0.005	185.29	0.010	297.33	0.010	213.31	0.010	149.01	0.010	138.48	0.010	138.41	0.010	138.48	0.010	138.43	0.010	138.46	0.010	138.36	0.010	136.47	0.010	136.46	0.010	290.17	0.010	123.72	0.010	123.70	0.010	122.81	0.010	25.04	0.010	69.64	0.010	23.95	0.010	139.80	0.010	106.66	0.010	103.51	0.007	
168.60	167.52	0.4508	38	166.44	0.010	166.48	0.010	166.40	0.010	166.44	0.010	166.48	0.010	166.46	0.010	166.50	0.010	166.47	0.010	166.43	0.010	166.44	0.010	166.42	0.010	166.40	0.010	166.44	0.010	166.48	0.010	166.45	0.010	166.45	0.010	166.40	0.010	166.36	0.010	166.31	0.010	166.35	0.010	164.89	0.010	164.79	0.010	164.71	0.010	164.78	0.010	164.76	0.010	164.74	0.010	164.69	0.010	164.69	0.010	164.74	0.010	164.84	0.010	164.66	0.010	171.01	0.010	171.04	0.010	170.96	0.010	171.07	0.010	171.01	0.010	171.10	0.010	171.06	0.010	171.17	0.010	171.10	0.010	171.17	0.010	171.04	0.010	171.02	0.010	171.17	0.010	171.12	0.010	171.10	0.010	171.12	0.010	171.11	0.010	171.17	0.010	171.12	0.010	171.15	0.010	171.36	0.010	171.34	0.010	171.29	0.010	171.29	0.010	93.59	0.005	171.41	0.010	171.35	0.010	171.41	0.010	171.32	0.010	171.39	0.010	171.38	0.010	171.37	0.010	171.38	0.010	171.32	0.010	171.36	0.010	171.53	0.010	192.66	0.010	192.66	0.010	192.58	0.010	192.77	0.010	192.60	0.010	192.59	0.010	192.73	0.010	192.62	0.010	192.66	0.010	192.63	0.010	192.68	0.010	304.72	0.010	220.70	0.010	156.40	0.010	145.84	0.010	145.80	0.010	145.84	0.010	145.83	0.010	145.85	0.010	145.74	0.010	143.86	0.010	143.84	0.010	297.54	0.010	131.13	0.010	131.08	0.010	130.20	0.010	147.18	0.010	114.04	0.010	110.91	0.010	215.27	0.010	31.33	0.008	77.03	0.006	32.41	0.006	
175.94	175.99	0.4117	38	173.82	0.010	173.88	0.010	173.79	0.010	173.82	0.010	173.87	0.010	173.87	0.010	173.89	0.010	173.88	0.010	173.82	0.010	173.84	0.010	173.80	0.010	173.77	0.010	173.79	0.010	173.88	0.010	173.84	0.010	173.85	0.010	173.80	0.010	173.76	0.010	173.71	0.010	173.75	0.010	172.27	0.010	172.20	0.010	172.11	0.010	172.20	0.010	172.12	0.010	172.12	0.010	172.07	0.010	172.10	0.010	172.12	0.010	172.25	0.010	172.04	0.010	178.39	0.010	178.44	0.010	178.32	0.010	178.45	0.010	178.39	0.010	178.50	0.010	178.47	0.010	178.55	0.010	178.49	0.010	178.56	0.010	178.43	0.010	178.42	0.010	178.55	0.010	178.52	0.010	178.49	0.010	178.51	0.010	178.50	0.010	178.59	0.010	178.52	0.010	178.53	0.010	178.73	0.010	178.73	0.010	178.67	0.010	178.69	0.010	178.80	0.010	178.75	0.010	178.78	0.010	178.72	0.010	178.78	0.010	178.78	0.010	178.76	0.010	178.77	0.010	178.70	0.010	178.78	0.010	178.91	0.010	200.06	0.010	200.04	0.010	199.98	0.010	200.20	0.010	200.00	0.010	200.01	0.010	200.13	0.010	200.04	0.010	200.09	0.010	200.02	0.010	200.05	0.010	312.11	0.010	228.12	0.010	163.78	0.010	153.22	0.010	42.91	0.005	153.24	0.010	153.21	0.010	153.22	0.010	153.13	0.010	151.26	0.010	151.20	0.010	304.95	0.010	138.53	0.010	138.48	0.010	137.59	0.010	154.59	0.010	121.42	0.010	118.30	0.010	222.65	0.010	100.99	0.003	38.71	0.001	84.46	0.001	39.79	0.001	
183.29	182.87	0.4136	38	181.19	0.010	181.27	0.010	181.19	0.010	181.21	0.010	181.25	0.010	181.26	0.010	181.26	0.010	181.24	0.010	120.97	0.005	181.25	0.010	181.18	0.010	181.17	0.010	181.18	0.010	181.29	0.010	181.23	0.010	181.24	0.010	181.21	0.010	181.15	0.010	181.10	0.010	181.12	0.010	179.66	0.010	179.62	0.010	179.50	0.010	179.59	0.010	179.50	0.010	179.51	0.010	179.47	0.010	179.51	0.010	179.53	0.010	179.65	0.010	179.45	0.010	185.81	0.010	185.83	0.010	185.75	0.010	185.84	0.010	185.79	0.010	185.89	0.010	185.88	0.010	185.95	0.010	185.85	0.010	185.96	0.010	185.81	0.010	185.82	0.010	185.97	0.010	185.90	0.010	185.86	0.010	185.90	0.010	185.89	0.010	185.98	0.010	185.92	0.010	185.90	0.010	186.11	0.010	186.13	0.010	186.06	0.010	186.08	0.010	186.18	0.010	186.15	0.010	186.20	0.010	186.13	0.010	186.17	0.010	186.20	0.010	186.15	0.010	186.19	0.010	186.09	0.010	186.16	0.010	186.31	0.010	207.42	0.010	207.43	0.010	207.37	0.010	207.59	0.010	207.42	0.010	207.41	0.010	207.50	0.010	207.42	0.010	207.47	0.010	207.40	0.010	207.45	0.010	319.49	0.010	235.50	0.010	171.20	0.010	160.60	0.010	160.65	0.010	160.62	0.010	160.58	0.010	160.54	0.010	158.67	0.010	158.58	0.010	312.34	0.010	145.92	0.010	145.89	0.010	144.99	0.010	161.98	0.010	128.82	0.010	125.71	0.010	230.07	0.010	108.40	0.010	50.30	0.001	46.11	0.001	91.85	0.001	47.17	0.001	
190.61	189.62	0.4567	38	188.57	0.010	188.68	0.010	29.78	0.005	188.59	0.010	188.65	0.010	188.64	0.010	188.68	0.010	188.65	0.010	188.65	0.010	188.56	0.010	188.58	0.010	188.58	0.010	188.68	0.010	188.64	0.010	188.63	0.010	188.60	0.010	188.56	0.010	188.52	0.010	188.50	0.010	187.05	0.010	187.01	0.010	186.90	0.010	186.96	0.010	186.88	0.010	186.90	0.010	186.86	0.010	186.90	0.010	186.92	0.010	187.05	0.010	186.83	0.010	193.21	0.010	193.22	0.010	193.15	0.010	193.24	0.010	193.19	0.010	193.29	0.010	193.25	0.010	193.35	0.010	193.25	0.010	193.36	0.010	193.20	0.010	193.22	0.010	193.35	0.010	193.31	0.010	193.26	0.010	193.29	0.010	193.29	0.010	193.38	0.010	193.31	0.010	193.31	0.010	193.50	0.010	193.51	0.010	193.41	0.010	193.48	0.010	193.57	0.010	193.54	0.010	193.59	0.010	193.55	0.010	193.56	0.010	193.59	0.010	193.51	0.010	193.59	0.010	193.50	0.010	193.56	0.010	193.70	0.010	214.83	0.010	214.83	0.010	214.78	0.010	214.96	0.010	214.80	0.010	214.80	0.010	214.87	0.010	214.83	0.010	214.88	0.010	214.79	0.010	214.86	0.010	326.89	0.010	242.89	0.010	178.56	0.010	168.02	0.010	168.02	0.010	168.03	0.010	167.98	0.010	167.93	0.010	166.07	0.010	165.96	0.010	319.75	0.010	153.30	0.010	153.25	0.010	152.39	0.010	169.36	0.010	136.22	0.010	133.12	0.010	237.47	0.010	115.80	0.010	128.37	0.010	57.68	0.006	53.51	0.001	99.26	0.001	54.56	0.001	
198.14	195.67	0.5304	38	195.98	0.010	196.10	0.010	195.98	0.010	196.03	0.010	196.06	0.010	196.05	0.010	196.02	0.010	196.03	0.010	195.97	0.010	195.95	0.010	195.98	0.010	196.05	0.010	196.03	0.010	196.02	0.010	267.36	0.005	195.93	0.010	195.89	0.010	195.89	0.010	194.45	0.010	194.39	0.010	194.31	0.010	194.36	0.010	194.31	0.010	194.31	0.010	194.27	0.010	194.30	0.010	194.29	0.010	194.42	0.010	194.22	0.010	200.64	0.010	200.61	0.010	200.54	0.010	200.64	0.010	200.59	0.010	200.69	0.010	200.64	0.010	200.76	0.010	200.64	0.010	200.75	0.010	200.60	0.010	200.61	0.010	200.76	0.010	200.72	0.010	200.61	0.010	200.69	0.010	200.68	0.010	200.79	0.010	200.72	0.010	200.71	0.010	200.89	0.010	200.88	0.010	200.79	0.010	200.89	0.010	200.99	0.010	200.94	0.010	200.99	0.010	200.96	0.010	200.97	0.010	200.99	0.010	200.91	0.010	200.95	0.010	200.89	0.010	200.96	0.010	201.09	0.010	222.23	0.010	222.25	0.010	222.18	0.010	222.37	0.010	222.18	0.010	222.18	0.010	222.27	0.010	222.22	0.010	222.25	0.010	222.18	0.010	222.27	0.010	334.28	0.010	250.26	0.010	185.96	0.010	175.41	0.010	175.42	0.010	175.40	0.010	175.38	0.010	175.32	0.010	173.44	0.010	173.35	0.010	327.16	0.010	160.70	0.010	160.65	0.010	159.78	0.010	176.75	0.010	143.60	0.010	140.51	0.010	244.86	0.010	123.19	0.010	135.76	0.010	65.07	0.010	60.90	0.010	106.68	0.010	61.93	0.010	37.19	0.001	
205.46	203.65	0.5454	38	203.38	0.010	203.48	0.010	203.38	0.010	203.41	0.010	203.44	0.010	203.43	0.010	203.41	0.010	203.44	0.010	203.38	0.010	203.34	0.010	203.37	0.010	203.44	0.010	203.44	0.010	203.42	0.010	203.33	0.010	203.29	0.010	203.28	0.010	201.85	0.010	201.79	0.010	201.72	0.010	201.74	0.010	201.70	0.010	201.68	0.010	201.67	0.010	201.70	0.010	201.68	0.010	201.82	0.010	201.61	0.010	208.04	0.010	208.01	0.010	207.94	0.010	208.02	0.010	208.00	0.010	208.09	0.010	208.02	0.010	208.17	0.010	208.07	0.010	208.13	0.010	207.99	0.010	208.02	0.010	208.17	0.010	208.11	0.010	207.99	0.010	208.09	0.010	208.07	0.010	208.18	0.010	208.11	0.010	208.11	0.010	208.26	0.010	208.28	0.010	208.17	0.010	208.29	0.010	208.39	0.010	208.35	0.010	208.38	0.010	208.34	0.010	208.36	0.010	208.38	0.010	208.31	0.010	208.37	0.010	208.28	0.010	208.35	0.010	301.96	0.005	229.64	0.010	229.62	0.010	229.59	0.010	229.76	0.010	229.54	0.010	229.56	0.010	229.66	0.010	229.61	0.010	229.64	0.010	229.59	0.010	229.67	0.010	341.68	0.010	257.65	0.010	193.32	0.010	182.84	0.010	182.82	0.010	182.79	0.010	182.77	0.010	182.69	0.010	180.81	0.010	180.76	0.010	334.53	0.010	168.11	0.010	168.05	0.010	167.19	0.010	184.14	0.010	150.99	0.010	147.90	0.010	252.24	0.010	130.56	0.010	143.16	0.010	72.43	0.010	68.30	0.010	114.08	0.010	69.34	0.010	274.75	0.010	44.57	0.001	
212.97	212.41	0.5318	38	210.77	0.010	210.87	0.010	210.77	0.010	210.79	0.010	210.84	0.010	210.82	0.010	210.82	0.010	210.82	0.010	321.85	0.005	210.73	0.010	210.78	0.010	210.84	0.010	210.83	0.010	210.80	0.010	210.74	0.010	210.70	0.010	210.66	0.010	209.24	0.010	209.20	0.010	209.09	0.010	209.13	0.010	209.12	0.010	209.09	0.010	209.08	0.010	209.10	0.010	209.08	0.010	209.22	0.010	209.00	0.010	215.42	0.010	215.42	0.010	215.32	0.010	215.39	0.010	215.38	0.010	215.47	0.010	215.42	0.010	215.57	0.010	215.44	0.010	215.53	0.010	215.41	0.010	215.40	0.010	215.60	0.010	215.50	0.010	215.42	0.010	215.48	0.010	215.45	0.010	215.54	0.010	215.51	0.010	215.50	0.010	215.64	0.010	215.68	0.010	215.55	0.010	215.68	0.010	215.80	0.010	215.76	0.010	215.76	0.010	215.71	0.010	215.75	0.010	215.78	0.010	215.70	0.010	215.74	0.010	215.68	0.010	215.73	0.010	237.05	0.010	237.00	0.010	237.01	0.010	237.17	0.010	236.92	0.010	236.97	0.010	237.06	0.010	237.00	0.010	237.02	0.010	236.97	0.010	237.07	0.010	349.08	0.010	265.06	0.010	200.74	0.010	190.22	0.010	190.22	0.010	190.18	0.010	190.17	0.010	190.10	0.010	188.21	0.010	188.15	0.010	341.94	0.010	175.49	0.010	175.45	0.010	174.59	0.010	191.53	0.010	158.39	0.010	155.28	0.010	259.62	0.010	137.95	0.010	150.55	0.010	121.45	0.010	282.12	0.010	309.35	0.010	75.68	0.009	76.74	0.007	79.83	0.001	51.97	0.001	
220.12	221.03	0.5365	38	307.68	0.005	218.26	0.010	218.15	0.010	218.18	0.010	218.25	0.010	218.25	0.010	218.21	0.010	218.23	0.010	218.15	0.010	218.16	0.010	218.22	0.010	218.25	0.010	218.18	0.010	218.12	0.010	218.11	0.010	218.07	0.010	216.65	0.010	216.59	0.010	216.50	0.010	216.53	0.010	216.49	0.010	216.48	0.010	216.48	0.010	216.48	0.010	216.49	0.010	216.63	0.010	216.40	0.010	222.79	0.010	222.83	0.010	222.72	0.010	222.81	0.010	222.76	0.010	222.83	0.010	222.82	0.010	222.96	0.010	222.82	0.010	222.94	0.010	222.82	0.010	222.80	0.010	222.99	0.010	222.88	0.010	222.81	0.010	222.90	0.010	222.83	0.010	222.91	0.010	222.90	0.010	222.89	0.010	223.05	0.010	223.06	0.010	222.93	0.010	223.08	0.010	223.19	0.010	223.16	0.010	223.18	0.010	223.11	0.010	223.14	0.010	223.19	0.010	223.11	0.010	223.11	0.010	223.08	0.010	223.13	0.010	244.42	0.010	244.37	0.010	244.38	0.010	244.58	0.010	244.32	0.010	244.38	0.010	244.45	0.010	244.40	0.010	244.43	0.010	244.37	0.010	244.45	0.010	356.47	0.010	272.45	0.010	208.16	0.010	197.62	0.010	197.63	0.010	197.58	0.010	197.57	0.010	197.50	0.010	195.59	0.010	195.57	0.010	349.34	0.010	182.92	0.010	182.84	0.010	182.00	0.010	198.92	0.010	165.77	0.010	162.66	0.010	267.00	0.010	145.35	0.010	157.94	0.010	128.84	0.010	289.51	0.010	316.75	0.010	329.26	0.010	59.36	0.009	83.07	0.001	84.13	0.001	87.23	0.001	
227.59	227.99	0.5360	38	225.68	0.010	225.55	0.010	225.56	0.010	225.65	0.010	225.66	0.010	225.59	0.010	225.64	0.010	225.55	0.010	225.55	0.010	225.60	0.010	225.62	0.010	225.57	0.010	225.50	0.010	225.48	0.010	225.49	0.010	224.07	0.010	223.98	0.010	223.91	0.010	223.91	0.010	223.88	0.010	223.88	0.010	223.89	0.010	223.86	0.010	223.87	0.010	224.00	0.010	223.78	0.010	230.17	0.010	230.23	0.010	230.13	0.010	230.22	0.010	230.14	0.010	230.22	0.010	230.23	0.010	230.36	0.010	230.21	0.010	230.33	0.010	230.21	0.010	230.19	0.010	230.40	0.010	230.26	0.010	230.23	0.010	230.30	0.010	230.22	0.010	230.30	0.010	230.30	0.010	230.29	0.010	230.45	0.010	230.45	0.010	230.31	0.010	105.44	0.005	230.59	0.010	230.54	0.010	230.54	0.010	230.52	0.010	230.54	0.010	230.59	0.010	230.51	0.010	230.54	0.010	230.48	0.010	230.52	0.010	251.81	0.010	251.77	0.010	251.78	0.010	251.98	0.010	251.72	0.010	251.78	0.010	251.85	0.010	251.80	0.010	251.81	0.010	251.76	0.010	251.84	0.010	279.84	0.010	215.56	0.010	205.03	0.010	205.02	0.010	204.97	0.010	204.95	0.010	204.89	0.010	202.99	0.010	202.97	0.010	356.75	0.010	190.33	0.010	190.22	0.010	189.42	0.010	206.32	0.010	173.19	0.010	170.04	0.010	274.40	0.010	152.73	0.010	165.31	0.010	136.25	0.010	296.91	0.010	324.14	0.010	336.65	0.010	66.77	0.010	315.08	0.010	3.86	0.001	90.44	0.001	91.53	0.001	94.63	0.001	
