0	45	90	
Actual position	Estimated position	Particle StDev	Sensor	Particle 0 location	Particle 0 weight	Particle 1 location	Particle 1 weight	Particle 2 location	Particle 2 weight	Particle 3 location	Particle 3 weight	Particle 4 location	Particle 4 weight	Particle 5 location	Particle 5 weight	Particle 6 location	Particle 6 weight	Particle 7 location	Particle 7 weight	Particle 8 location	Particle 8 weight	Particle 9 location	Particle 9 weight	Particle 10 location	Particle 10 weight	Particle 11 location	Particle 11 weight	Particle 12 location	Particle 12 weight	Particle 13 location	Particle 13 weight	Particle 14 location	Particle 14 weight	Particle 15 location	Particle 15 weight	Particle 16 location	Particle 16 weight	Particle 17 location	Particle 17 weight	Particle 18 location	Particle 18 weight	Particle 19 location	Particle 19 weight	Particle 20 location	Particle 20 weight	Particle 21 location	Particle 21 weight	Particle 22 location	Particle 22 weight	Particle 23 location	Particle 23 weight	Particle 24 location	Particle 24 weight	Particle 25 location	Particle 25 weight	Particle 26 location	Particle 26 weight	Particle 27 location	Particle 27 weight	Particle 28 location	Particle 28 weight	Particle 29 location	Particle 29 weight	Particle 30 location	Particle 30 weight	Particle 31 location	Particle 31 weight	Particle 32 location	Particle 32 weight	Particle 33 location	Particle 33 weight	Particle 34 location	Particle 34 weight	Particle 35 location	Particle 35 weight	Particle 36 location	Particle 36 weight	Particle 37 location	Particle 37 weight	Particle 38 location	Particle 38 weight	Particle 39 location	Particle 39 weight	Particle 40 location	Particle 40 weight	Particle 41 location	Particle 41 weight	Particle 42 location	Particle 42 weight	Particle 43 location	Particle 43 weight	Particle 44 location	Particle 44 weight	Particle 45 location	Particle 45 weight	Particle 46 location	Particle 46 weight	Particle 47 location	Particle 47 weight	Particle 48 location	Particle 48 weight	Particle 49 location	Particle 49 weight	Particle 50 location	Particle 50 weight	Particle 51 location	Particle 51 weight	Particle 52 location	Particle 52 weight	Particle 53 location	Particle 53 weight	Particle 54 location	Particle 54 weight	Particle 55 location	Particle 55 weight	Particle 56 location	Particle 56 weight	Particle 57 location	Particle 57 weight	Particle 58 location	Particle 58 weight	Particle 59 location	Particle 59 weight	Particle 60 location	Particle 60 weight	Particle 61 location	Particle 61 weight	Particle 62 location	Particle 62 weight	Particle 63 location	Particle 63 weight	Particle 64 location	Particle 64 weight	Particle 65 location	Particle 65 weight	Particle 66 location	Particle 66 weight	Particle 67 location	Particle 67 weight	Particle 68 location	Particle 68 weight	Particle 69 location	Particle 69 weight	Particle 70 location	Particle 70 weight	Particle 71 location	Particle 71 weight	Particle 72 location	Particle 72 weight	Particle 73 location	Particle 73 weight	Particle 74 location	Particle 74 weight	Particle 75 location	Particle 75 weight	Particle 76 location	Particle 76 weight	Particle 77 location	Particle 77 weight	Particle 78 location	Particle 78 weight	Particle 79 location	Particle 79 weight	Particle 80 location	Particle 80 weight	Particle 81 location	Particle 81 weight	Particle 82 location	Particle 82 weight	Particle 83 location	Particle 83 weight	Particle 84 location	Particle 84 weight	Particle 85 location	Particle 85 weight	Particle 86 location	Particle 86 weight	Particle 87 location	Particle 87 weight	Particle 88 location	Particle 88 weight	Particle 89 location	Particle 89 weight	Particle 90 location	Particle 90 weight	Particle 91 location	Particle 91 weight	Particle 92 location	Particle 92 weight	Particle 93 location	Particle 93 weight	Particle 94 location	Particle 94 weight	Particle 95 location	Particle 95 weight	Particle 96 location	Particle 96 weight	Particle 97 location	Particle 97 weight	Particle 98 location	Particle 98 weight	Particle 99 location	Particle 99 weight	
261.97	221.47	0.9762	38	185.67	0.012	189.31	0.012	192.95	0.012	196.62	0.012	200.22	0.012	203.79	0.012	207.31	0.012	210.87	0.012	214.57	0.012	218.09	0.012	221.80	0.012	225.25	0.012	228.96	0.012	232.65	0.012	236.10	0.012	239.69	0.012	243.35	0.012	246.96	0.012	250.52	0.012	254.12	0.012	257.70	0.012	264.90	0.012	268.44	0.012	272.16	0.012	275.70	0.012	279.40	0.012	282.90	0.012	286.54	0.012	290.16	0.012	293.72	0.012	297.27	0.012	308.14	0.012	311.73	0.012	315.19	0.012	318.94	0.012	322.55	0.012	326.10	0.012	329.72	0.012	333.37	0.012	336.91	0.012	340.49	0.012	347.80	0.012	351.31	0.012	354.95	0.012	358.50	0.012	178.50	0.012	171.32	0.012	200.48	0.012	167.70	0.012	164.20	0.012	160.48	0.012	157.00	0.012	153.32	0.012	149.80	0.012	208.02	0.012	146.18	0.012	138.95	0.012	198.12	0.012	135.40	0.012	131.83	0.012	197.66	0.012	128.09	0.012	124.54	0.012	260.21	0.012	120.00	0.012	120.91	0.012	27.38	0.012	117.35	0.012	243.88	0.012	70.52	0.012	23.75	0.012	113.65	0.012	66.84	0.012	110.13	0.012	20.07	0.012	131.67	0.012	63.32	0.012	16.54	0.012	106.52	0.012	59.77	0.011	110.71	0.005	12.95	0.007	102.90	0.007	77.69	0.006	56.20	0.003	34.53	0.002	2.16	0.001	5.64	0.001	81.36	0.001	38.12	0.001	84.97	0.001	41.67	0.001	9.30	0.001	88.49	0.001	45.35	0.001	92.17	0.001	48.97	0.001	95.62	0.001	52.52	0.001	99.37	0.001	
269.32	217.75	0.9821	38	193.10	0.012	196.71	0.012	200.33	0.012	203.99	0.012	207.62	0.012	211.23	0.012	214.70	0.012	218.28	0.012	221.98	0.012	225.50	0.012	229.18	0.012	232.65	0.012	236.35	0.012	240.04	0.012	243.48	0.012	247.10	0.012	250.75	0.012	254.35	0.012	257.90	0.012	261.50	0.012	265.09	0.012	272.29	0.012	4.73	0.005	279.56	0.012	283.10	0.012	286.78	0.012	290.29	0.012	293.93	0.012	297.55	0.012	301.14	0.012	304.67	0.012	315.55	0.012	319.13	0.012	322.58	0.012	326.35	0.012	329.96	0.012	333.52	0.012	337.11	0.012	340.73	0.012	344.30	0.012	347.90	0.012	355.20	0.012	358.69	0.012	185.91	0.012	178.69	0.012	207.87	0.012	175.08	0.012	171.60	0.012	167.89	0.012	164.38	0.012	160.71	0.012	157.20	0.012	215.43	0.012	153.59	0.012	146.33	0.012	205.52	0.012	142.78	0.012	139.23	0.012	205.07	0.012	135.47	0.012	131.95	0.012	267.58	0.012	127.40	0.012	128.32	0.012	124.75	0.012	251.25	0.012	121.04	0.012	74.22	0.012	117.53	0.012	27.43	0.012	139.05	0.012	70.72	0.012	23.94	0.012	113.93	0.012	67.20	0.012	20.34	0.012	110.29	0.012	118.11	0.012	63.59	0.012	16.72	0.012	106.76	0.012	59.91	0.011	31.13	0.009	13.03	0.007	103.02	0.007	77.93	0.005	56.35	0.004	34.78	0.001	2.35	0.001	5.90	0.001	85.05	0.001	41.94	0.001	9.56	0.001	88.75	0.001	45.51	0.001	92.37	0.001	49.05	0.001	95.90	0.001	52.74	0.001	99.58	0.001	
276.71	217.56	0.9793	38	200.50	0.012	204.13	0.012	207.73	0.012	211.40	0.012	215.01	0.012	218.61	0.012	222.10	0.012	225.67	0.012	229.38	0.012	232.88	0.012	236.58	0.012	240.05	0.012	243.73	0.012	247.45	0.012	250.86	0.012	254.48	0.012	258.14	0.012	261.75	0.012	265.33	0.012	268.88	0.012	272.47	0.012	279.67	0.012	286.96	0.012	290.50	0.012	294.18	0.012	297.67	0.012	301.33	0.012	304.97	0.012	308.53	0.012	312.06	0.012	322.96	0.012	326.51	0.012	329.99	0.012	333.73	0.012	337.36	0.012	340.89	0.012	344.50	0.012	348.13	0.012	351.70	0.012	355.30	0.012	193.30	0.012	186.08	0.012	215.29	0.012	182.46	0.012	179.01	0.012	175.31	0.012	171.78	0.012	168.10	0.012	164.59	0.012	222.83	0.012	161.02	0.012	153.76	0.012	212.88	0.012	150.18	0.012	146.61	0.012	212.49	0.012	142.86	0.012	139.33	0.012	274.97	0.012	134.78	0.012	135.70	0.012	132.16	0.012	258.65	0.012	128.43	0.012	124.93	0.012	146.46	0.012	121.32	0.012	74.61	0.012	79.42	0.005	117.68	0.012	125.50	0.012	70.98	0.012	24.11	0.012	114.12	0.012	67.31	0.012	20.44	0.012	110.43	0.012	63.77	0.012	16.96	0.012	60.11	0.012	106.98	0.012	31.33	0.009	103.32	0.008	13.31	0.008	12.10	0.005	78.11	0.005	56.45	0.004	34.80	0.001	2.61	0.001	6.05	0.001	81.61	0.001	38.53	0.001	85.34	0.001	42.16	0.001	9.74	0.001	92.45	0.001	49.33	0.001	96.13	0.001	52.91	0.001	99.74	0.001	
284.21	221.46	0.9825	38	207.89	0.012	211.52	0.012	215.13	0.012	218.82	0.012	222.42	0.012	226.02	0.012	229.50	0.012	233.05	0.012	236.77	0.012	240.27	0.012	243.99	0.012	247.42	0.012	251.13	0.012	254.87	0.012	258.29	0.012	261.89	0.012	265.56	0.012	269.16	0.012	272.71	0.012	276.29	0.012	279.86	0.012	287.04	0.012	294.36	0.012	297.89	0.012	301.59	0.012	305.07	0.012	308.74	0.012	312.37	0.012	315.92	0.012	319.46	0.012	330.34	0.012	333.87	0.012	337.38	0.012	341.12	0.012	344.76	0.012	348.28	0.012	2.84	0.005	355.53	0.012	359.08	0.012	200.69	0.012	193.46	0.012	222.68	0.012	189.88	0.012	186.42	0.012	182.70	0.012	179.16	0.012	175.49	0.012	171.99	0.012	230.23	0.012	168.42	0.012	161.15	0.012	220.28	0.012	157.59	0.012	154.02	0.012	219.87	0.012	150.24	0.012	146.71	0.012	282.35	0.012	142.17	0.012	143.10	0.012	139.55	0.012	266.04	0.012	135.83	0.012	132.33	0.012	153.86	0.012	128.72	0.012	125.06	0.012	132.88	0.012	121.49	0.012	74.71	0.012	27.81	0.012	117.81	0.012	71.15	0.012	24.36	0.012	67.52	0.012	114.39	0.012	110.72	0.012	20.71	0.012	19.50	0.012	63.86	0.012	17.14	0.012	60.30	0.012	107.15	0.012	31.53	0.008	103.51	0.008	13.46	0.008	56.73	0.004	78.40	0.004	2.71	0.001	82.01	0.001	38.74	0.001	86.82	0.001	85.48	0.001	10.01	0.001	42.20	0.001	88.98	0.001	45.92	0.001	92.74	0.001	49.56	0.001	99.84	0.001	
291.63	224.98	0.9760	38	215.27	0.012	218.92	0.012	222.54	0.012	226.20	0.012	229.82	0.012	233.44	0.012	236.89	0.012	240.47	0.012	244.19	0.012	247.67	0.012	251.37	0.012	254.84	0.012	258.54	0.012	262.27	0.012	265.67	0.012	269.27	0.012	272.96	0.012	276.57	0.012	280.09	0.012	283.69	0.012	287.24	0.012	294.43	0.012	301.74	0.012	305.27	0.012	308.99	0.012	312.44	0.012	316.15	0.012	319.74	0.012	323.30	0.012	326.84	0.012	337.74	0.012	341.25	0.012	344.76	0.012	348.49	0.012	352.14	0.012	355.66	0.012	208.09	0.012	200.85	0.012	230.08	0.012	197.28	0.012	193.81	0.012	190.12	0.012	186.56	0.012	182.87	0.012	179.39	0.012	237.64	0.012	175.80	0.012	168.57	0.012	227.69	0.012	164.97	0.012	161.42	0.012	227.25	0.012	157.64	0.012	154.10	0.012	289.74	0.012	149.53	0.012	150.49	0.012	146.94	0.012	273.46	0.012	143.23	0.012	139.73	0.012	161.25	0.012	136.10	0.012	132.42	0.012	140.26	0.012	128.89	0.012	125.24	0.012	74.92	0.012	121.75	0.012	118.12	0.012	28.10	0.012	26.89	0.012	71.24	0.012	24.52	0.012	67.71	0.012	114.55	0.012	110.89	0.012	20.84	0.012	64.11	0.012	17.42	0.012	107.23	0.012	31.78	0.008	56.94	0.005	78.57	0.004	10.24	0.001	100.14	0.001	10.11	0.001	2.89	0.001	6.49	0.001	82.10	0.001	35.19	0.001	38.90	0.001	2.64	0.005	89.41	0.001	46.12	0.001	94.22	0.001	92.87	0.001	49.59	0.001	96.39	0.001	53.30	0.001	
299.02	230.40	0.9748	38	222.67	0.012	226.34	0.012	229.92	0.012	233.58	0.012	237.20	0.012	240.80	0.012	244.26	0.012	247.85	0.012	251.58	0.012	255.07	0.012	258.76	0.012	262.25	0.012	265.94	0.012	269.69	0.012	273.07	0.012	276.68	0.012	280.36	0.012	283.97	0.012	287.50	0.012	291.11	0.012	294.63	0.012	301.82	0.012	309.12	0.012	312.67	0.012	316.39	0.012	319.85	0.012	323.52	0.012	327.12	0.012	330.70	0.012	334.23	0.012	345.10	0.012	348.64	0.012	352.16	0.012	355.87	0.012	359.54	0.012	215.49	0.012	208.22	0.012	237.46	0.012	204.63	0.012	201.22	0.012	197.49	0.012	193.98	0.012	190.26	0.012	186.76	0.012	245.07	0.012	183.21	0.012	175.95	0.012	235.06	0.012	172.38	0.012	168.80	0.012	234.63	0.012	165.04	0.012	161.51	0.012	297.17	0.012	156.91	0.012	157.86	0.012	154.33	0.012	280.84	0.012	150.61	0.012	147.12	0.012	168.66	0.012	143.49	0.012	139.82	0.012	147.66	0.012	136.28	0.012	132.64	0.012	129.15	0.012	125.50	0.012	153.18	0.005	118.30	0.012	28.24	0.012	71.53	0.012	24.82	0.012	114.60	0.012	64.33	0.012	17.62	0.012	107.55	0.012	17.50	0.012	60.70	0.012	75.08	0.012	13.89	0.009	103.78	0.009	31.95	0.008	56.99	0.005	101.61	0.004	78.62	0.004	34.30	0.002	10.29	0.001	100.25	0.001	3.07	0.001	82.27	0.001	35.50	0.001	10.03	0.001	39.15	0.001	85.97	0.001	89.47	0.001	42.58	0.001	46.30	0.001	96.80	0.001	53.51	0.001	
306.49	231.25	0.9705	38	230.09	0.012	233.73	0.012	237.31	0.012	240.98	0.012	244.59	0.012	248.21	0.012	251.64	0.012	255.26	0.012	258.96	0.012	262.45	0.012	266.15	0.012	269.65	0.012	273.29	0.012	277.07	0.012	280.45	0.012	284.05	0.012	287.76	0.012	291.35	0.012	294.88	0.012	298.54	0.012	302.01	0.012	309.20	0.012	316.52	0.012	320.08	0.012	323.77	0.012	327.25	0.012	330.91	0.012	334.52	0.012	338.11	0.012	341.63	0.012	352.48	0.012	356.03	0.012	359.58	0.012	222.88	0.012	215.59	0.012	244.87	0.012	212.02	0.012	208.61	0.012	204.89	0.012	201.38	0.012	197.65	0.012	194.13	0.012	252.48	0.012	190.61	0.012	183.33	0.012	242.45	0.012	179.81	0.012	176.19	0.012	242.02	0.012	172.45	0.012	168.91	0.012	304.57	0.012	164.28	0.012	165.28	0.012	161.72	0.012	288.20	0.012	158.00	0.012	154.52	0.012	176.05	0.012	150.86	0.012	147.21	0.012	155.06	0.012	143.64	0.012	140.04	0.012	136.55	0.012	132.90	0.012	125.68	0.012	122.00	0.012	71.73	0.012	25.01	0.012	114.95	0.012	24.88	0.012	68.10	0.012	21.28	0.012	111.18	0.012	283.74	0.005	160.57	0.012	109.01	0.012	17.63	0.012	107.63	0.012	17.42	0.012	60.92	0.012	104.18	0.010	32.22	0.007	78.94	0.003	10.47	0.002	3.28	0.001	6.93	0.001	35.63	0.001	82.48	0.001	39.36	0.001	86.00	0.001	41.70	0.001	89.66	0.001	42.89	0.001	46.53	0.001	93.35	0.001	96.87	0.001	49.96	0.001	53.70	0.001	
313.82	235.84	0.9716	38	237.48	0.012	241.11	0.012	244.71	0.012	248.37	0.012	252.00	0.012	255.58	0.012	259.03	0.012	262.66	0.012	266.36	0.012	310.31	0.005	273.54	0.012	277.03	0.012	280.66	0.012	284.45	0.012	287.86	0.012	291.44	0.012	295.14	0.012	298.74	0.012	302.30	0.012	305.94	0.012	309.40	0.012	316.61	0.012	323.93	0.012	327.48	0.012	331.17	0.012	334.66	0.012	338.28	0.012	341.91	0.012	345.51	0.012	349.01	0.012	359.88	0.012	230.28	0.012	222.97	0.012	252.26	0.012	219.39	0.012	215.99	0.012	212.28	0.012	208.79	0.012	205.06	0.012	201.54	0.012	259.90	0.012	197.99	0.012	190.74	0.012	249.85	0.012	187.17	0.012	183.59	0.012	249.42	0.012	179.86	0.012	176.31	0.012	311.97	0.012	171.64	0.012	172.66	0.012	169.11	0.012	295.59	0.012	165.41	0.012	161.93	0.012	183.45	0.012	158.23	0.012	154.59	0.012	162.44	0.012	151.02	0.012	147.43	0.012	143.93	0.012	140.29	0.012	133.07	0.012	129.40	0.012	122.34	0.012	28.68	0.012	118.56	0.012	167.95	0.012	116.40	0.012	25.03	0.012	115.03	0.012	24.81	0.012	68.31	0.012	111.59	0.012	291.14	0.012	17.85	0.012	61.09	0.012	75.50	0.011	14.35	0.010	104.26	0.010	32.28	0.007	32.42	0.007	57.39	0.006	79.12	0.003	100.74	0.002	10.68	0.002	3.41	0.001	6.96	0.001	39.61	0.001	86.34	0.001	43.02	0.001	89.88	0.001	46.76	0.001	93.40	0.001	49.08	0.001	97.06	0.001	50.30	0.001	53.94	0.001	
321.40	242.97	0.9765	38	244.87	0.012	248.52	0.012	252.08	0.012	255.76	0.012	259.39	0.012	262.99	0.012	266.44	0.012	270.06	0.012	273.75	0.012	280.93	0.012	284.44	0.012	288.03	0.012	291.86	0.012	295.24	0.012	298.84	0.012	302.52	0.012	306.12	0.012	309.69	0.012	313.31	0.012	316.79	0.012	324.01	0.012	331.33	0.012	334.86	0.012	338.59	0.012	342.02	0.012	345.69	0.012	349.31	0.012	352.90	0.012	356.41	0.012	237.68	0.012	230.39	0.012	259.65	0.012	226.78	0.012	223.37	0.012	219.67	0.012	216.19	0.012	212.43	0.012	208.94	0.012	267.29	0.012	205.37	0.012	198.12	0.012	257.25	0.012	194.56	0.012	190.98	0.012	256.82	0.012	187.25	0.012	183.69	0.012	319.36	0.012	66.64	0.005	180.03	0.012	176.50	0.012	302.97	0.012	172.78	0.012	169.32	0.012	190.83	0.012	165.63	0.012	161.98	0.012	169.85	0.012	158.41	0.012	154.84	0.012	151.32	0.012	147.66	0.012	140.46	0.012	136.80	0.012	129.76	0.012	125.96	0.012	175.36	0.012	123.78	0.012	122.44	0.012	118.99	0.012	298.53	0.012	25.26	0.012	68.47	0.012	21.74	0.012	111.66	0.012	64.79	0.012	317.68	0.012	108.12	0.012	18.06	0.012	61.34	0.012	104.45	0.010	14.37	0.010	75.70	0.010	32.22	0.007	57.71	0.007	32.43	0.006	56.50	0.004	100.83	0.002	10.79	0.002	7.29	0.001	36.09	0.001	82.87	0.001	39.65	0.001	39.84	0.001	86.52	0.001	46.99	0.001	93.75	0.001	50.42	0.001	97.26	0.001	54.14	0.001	
328.72	245.24	0.9826	38	252.26	0.011	255.92	0.011	259.50	0.011	263.12	0.011	266.78	0.011	270.38	0.011	273.83	0.011	277.45	0.011	281.13	0.011	288.31	0.011	291.85	0.011	295.42	0.011	299.24	0.011	302.64	0.011	306.22	0.011	309.88	0.011	313.52	0.011	317.08	0.011	320.70	0.011	324.17	0.011	331.42	0.011	338.71	0.011	342.28	0.011	345.98	0.011	349.41	0.011	353.10	0.011	356.70	0.011	245.07	0.011	237.79	0.011	267.06	0.011	234.18	0.011	230.72	0.011	227.08	0.011	223.56	0.011	219.83	0.011	216.34	0.011	274.68	0.011	212.74	0.011	205.52	0.011	264.64	0.011	201.97	0.011	198.39	0.011	264.21	0.011	194.66	0.011	191.09	0.011	326.77	0.011	187.42	0.011	183.90	0.011	310.38	0.011	180.16	0.011	176.72	0.011	198.22	0.011	173.04	0.011	169.37	0.011	177.23	0.011	165.82	0.011	162.24	0.011	158.72	0.011	155.04	0.011	147.85	0.011	144.22	0.011	137.12	0.011	133.37	0.011	182.72	0.011	131.18	0.011	129.84	0.011	126.38	0.011	305.95	0.011	29.12	0.011	119.07	0.011	30.97	0.005	325.07	0.011	115.50	0.011	25.44	0.011	68.77	0.011	111.86	0.011	21.75	0.011	65.10	0.011	74.03	0.011	63.93	0.011	108.21	0.011	18.19	0.011	61.55	0.011	14.70	0.011	104.64	0.011	75.89	0.010	57.82	0.007	32.66	0.006	101.15	0.003	0.30	0.001	3.79	0.001	83.10	0.001	39.61	0.001	39.81	0.001	43.50	0.001	90.26	0.001	47.05	0.001	47.21	0.001	93.90	0.001	54.40	0.001	
336.14	241.76	0.9759	38	259.64	0.012	263.33	0.012	266.88	0.012	270.49	0.012	274.19	0.012	277.78	0.012	281.24	0.012	284.84	0.012	288.54	0.012	295.70	0.012	299.22	0.012	302.76	0.012	306.63	0.012	310.03	0.012	339.15	0.005	317.28	0.012	320.90	0.012	324.47	0.012	328.11	0.012	331.57	0.012	338.80	0.012	346.11	0.012	349.68	0.012	353.37	0.012	356.81	0.012	252.45	0.012	245.17	0.012	274.45	0.012	241.57	0.012	238.09	0.012	234.48	0.012	230.96	0.012	227.22	0.012	223.73	0.012	282.05	0.012	220.16	0.012	212.90	0.012	272.04	0.012	209.36	0.012	205.78	0.012	271.58	0.012	202.09	0.012	198.48	0.012	334.17	0.012	194.79	0.012	191.30	0.012	317.78	0.012	187.54	0.012	184.13	0.012	205.61	0.012	180.44	0.012	176.75	0.012	184.61	0.012	173.21	0.012	169.65	0.012	166.13	0.012	162.45	0.012	155.23	0.012	151.62	0.012	144.52	0.012	140.77	0.012	190.12	0.012	138.57	0.012	137.28	0.012	133.79	0.012	313.34	0.012	126.45	0.012	332.50	0.012	122.91	0.012	119.25	0.012	29.16	0.012	72.50	0.012	71.32	0.012	115.58	0.012	25.61	0.012	68.95	0.012	22.09	0.012	112.05	0.012	65.23	0.012	108.57	0.012	61.80	0.012	76.20	0.009	32.85	0.006	101.28	0.003	11.17	0.003	0.46	0.001	4.08	0.001	36.53	0.001	81.39	0.001	83.29	0.001	40.03	0.001	38.33	0.001	7.67	0.001	90.48	0.001	46.99	0.001	47.20	0.001	50.90	0.001	97.65	0.001	54.45	0.001	54.58	0.001	
343.49	242.24	0.9771	38	267.05	0.012	270.73	0.012	274.28	0.012	277.87	0.012	281.59	0.012	285.16	0.012	288.62	0.012	292.23	0.012	295.93	0.012	303.11	0.012	306.61	0.012	310.15	0.012	143.90	0.005	317.43	0.012	324.66	0.012	328.30	0.012	331.83	0.012	335.51	0.012	338.98	0.012	346.21	0.012	353.48	0.012	357.08	0.012	259.85	0.012	252.57	0.012	281.84	0.012	248.95	0.012	245.46	0.012	241.86	0.012	238.35	0.012	234.64	0.012	231.11	0.012	289.46	0.012	227.56	0.012	220.28	0.012	279.43	0.012	216.76	0.012	213.19	0.012	278.96	0.012	209.48	0.012	205.89	0.012	341.58	0.012	202.20	0.012	198.68	0.012	325.19	0.012	194.96	0.012	191.52	0.012	213.00	0.012	187.83	0.012	184.13	0.012	192.00	0.012	180.60	0.012	177.03	0.012	173.51	0.012	169.85	0.012	162.62	0.012	159.04	0.012	151.91	0.012	148.15	0.012	197.53	0.012	145.98	0.012	144.69	0.012	141.18	0.012	320.71	0.012	133.83	0.012	339.88	0.012	130.31	0.012	126.62	0.012	122.98	0.012	29.48	0.012	119.46	0.012	72.63	0.012	115.95	0.012	69.22	0.012	346.54	0.012	108.66	0.012	18.53	0.012	15.06	0.012	105.04	0.012	61.85	0.012	61.97	0.012	76.35	0.009	58.30	0.008	33.00	0.005	11.46	0.004	78.71	0.004	79.90	0.001	0.78	0.001	4.20	0.001	36.54	0.001	83.61	0.001	40.25	0.001	7.85	0.001	43.93	0.001	88.77	0.001	90.68	0.001	47.40	0.001	45.73	0.001	97.88	0.001	54.38	0.001	54.60	0.001	
350.80	244.80	0.9807	38	274.44	0.012	278.14	0.012	281.69	0.012	285.27	0.012	288.98	0.012	292.57	0.012	296.03	0.012	299.62	0.012	303.34	0.012	310.51	0.012	313.98	0.012	317.53	0.012	324.85	0.012	332.06	0.012	335.69	0.012	339.23	0.012	342.91	0.012	346.39	0.012	353.61	0.012	267.29	0.012	259.96	0.012	289.24	0.012	62.89	0.005	252.86	0.012	249.24	0.012	245.74	0.012	242.04	0.012	238.51	0.012	296.87	0.012	234.96	0.012	227.69	0.012	286.85	0.012	224.15	0.012	220.59	0.012	286.34	0.012	216.88	0.012	213.29	0.012	348.96	0.012	209.57	0.012	206.09	0.012	332.59	0.012	202.36	0.012	198.92	0.012	220.38	0.012	195.20	0.012	191.54	0.012	199.40	0.012	187.98	0.012	184.44	0.012	180.89	0.012	177.24	0.012	170.02	0.012	166.44	0.012	159.29	0.012	155.53	0.012	204.94	0.012	153.36	0.012	152.09	0.012	148.58	0.012	328.10	0.012	141.24	0.012	347.28	0.012	137.68	0.012	134.01	0.012	130.39	0.012	126.84	0.012	123.35	0.012	353.94	0.012	116.05	0.012	25.94	0.012	22.45	0.012	112.43	0.012	69.24	0.012	69.39	0.012	65.69	0.012	151.30	0.012	18.86	0.012	15.24	0.012	105.26	0.012	61.76	0.012	61.99	0.012	76.62	0.008	11.60	0.004	0.87	0.001	4.49	0.001	36.85	0.001	80.04	0.001	83.76	0.001	40.36	0.001	86.13	0.001	87.30	0.001	8.16	0.001	43.91	0.001	91.01	0.001	47.64	0.001	51.32	0.001	96.17	0.001	98.08	0.001	54.81	0.001	53.12	0.001	
358.07	252.88	0.9895	38	281.83	0.012	285.55	0.012	289.08	0.012	292.66	0.012	296.36	0.012	300.00	0.012	303.43	0.012	306.99	0.012	310.74	0.012	317.90	0.012	321.36	0.012	324.91	0.012	332.28	0.012	339.47	0.012	343.09	0.012	346.62	0.012	350.31	0.012	353.77	0.012	274.67	0.012	267.38	0.012	296.64	0.012	260.25	0.012	256.63	0.012	253.13	0.012	249.44	0.012	245.89	0.012	304.27	0.012	242.35	0.012	235.08	0.012	294.24	0.012	231.57	0.012	227.99	0.012	293.75	0.012	224.27	0.012	220.68	0.012	356.35	0.012	216.96	0.012	213.49	0.012	339.96	0.012	209.76	0.012	206.32	0.012	227.77	0.012	202.58	0.012	198.94	0.012	206.78	0.012	195.34	0.012	191.84	0.012	188.27	0.012	184.64	0.012	84.54	0.005	173.83	0.012	166.69	0.012	162.91	0.012	212.34	0.012	160.75	0.012	159.48	0.012	155.97	0.012	335.51	0.012	148.62	0.012	354.66	0.012	145.09	0.012	141.41	0.012	137.81	0.012	134.24	0.012	130.76	0.012	123.45	0.012	29.84	0.012	119.83	0.012	73.07	0.012	158.70	0.012	26.25	0.012	22.62	0.012	112.66	0.012	69.13	0.012	69.35	0.012	70.29	0.012	19.02	0.012	15.57	0.012	105.47	0.012	62.20	0.012	60.49	0.012	58.72	0.009	103.56	0.008	76.64	0.008	76.77	0.008	11.88	0.005	33.34	0.004	1.01	0.001	1.31	0.001	84.03	0.001	55.03	0.001	8.27	0.001	44.27	0.001	87.44	0.001	91.14	0.001	47.76	0.001	93.51	0.001	94.69	0.001	51.31	0.001	98.41	0.001	
5.41	57.45	0.6014	100	1.17	0.013	3.76	0.013	2.05	0.013	37.25	0.013	80.46	0.013	84.05	0.013	84.16	0.013	91.92	0.013	40.73	0.013	8.40	0.013	8.71	0.013	91.40	0.013	51.67	0.013	94.82	0.013	98.51	0.013	55.15	0.012	100.89	0.010	33.66	0.010	102.06	0.008	77.71	0.007	76.76	0.005	76.54	0.004	58.72	0.004	30.00	0.001	289.22	0.001	289.22	0.001	289.22	0.001	289.22	0.001	30.00	0.001	30.00	0.001	30.00	0.001	58.72	0.004	58.72	0.004	58.72	0.004	76.54	0.004	76.54	0.004	76.54	0.004	76.76	0.005	76.76	0.005	76.76	0.005	77.71	0.007	77.71	0.007	77.71	0.007	102.06	0.008	102.06	0.008	102.06	0.008	275.78	0.005	33.66	0.010	33.66	0.010	100.89	0.010	100.89	0.010	100.89	0.010	55.15	0.012	55.15	0.012	55.15	0.012	98.51	0.013	98.51	0.013	98.51	0.013	94.82	0.013	94.82	0.013	94.82	0.013	51.67	0.013	51.67	0.013	51.67	0.013	91.40	0.013	91.40	0.013	91.40	0.013	8.71	0.013	8.71	0.013	8.71	0.013	8.40	0.013	8.40	0.013	8.40	0.013	40.73	0.013	40.73	0.013	40.73	0.013	91.92	0.013	91.92	0.013	91.92	0.013	84.16	0.013	84.16	0.013	84.16	0.013	84.05	0.013	84.05	0.013	84.05	0.013	80.46	0.013	80.46	0.013	80.46	0.013	37.25	0.013	37.25	0.013	37.25	0.013	2.05	0.013	2.05	0.013	2.05	0.013	3.76	0.013	3.76	0.013	3.76	0.013	1.17	0.013	1.17	0.013	1.17	0.013	
